smiles,gene
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,39
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,39
[Ca+2],2848
[Ca+2],2172
[Ca+2],1344
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,111
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,17
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,126
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,26
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,108
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,100
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,59
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,164
[Ca+2],1843
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,166
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,10
[Ca+2],717
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,113
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,3076
CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,10
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,134
CC(=O)OC1=CC=CC=C1C(=O)O,3025
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,81
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,27
[Ca+2],2270
[Ca+2],1210
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,62
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,154
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,169
C[N+](C)(C)CCOC(=O)N,2822
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,148
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,70
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,46
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,83
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,110
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,98
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,75
[Ca+2],1184
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,3016
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,119
[Ca+2],584
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,119
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3112
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,107
[Ca+2],419
[Ca+2],1046
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,7
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,145
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,3052
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,99
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,76
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,48
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,137
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,20
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,3379
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,102
[Ca+2],2369
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3117
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,94
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,13
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3073
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,44
CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,76
[Ca+2],2993
[Ca+2],755
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,64
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,107
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,54
CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,14
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,88
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,123
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,89
[Ca+2],970
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,78
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,144
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,6
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,128
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,139
[Ca+2],1230
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,13
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,181
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,43
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,40
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,146
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,137
[Ca+2],2575
CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,3398
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,3416
C[N+]1=CC=CC(=C1)OC(=O)N(C)C,1785
[Ca+2],1828
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,3131
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,13
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,15
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,91
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,129
[Ca+2],989
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,139
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,26
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,79
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,83
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,115
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,155
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,139
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,97
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,70
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,99
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,109
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,3365
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,3319
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,122
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3142
[Ca+2],2153
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,3
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,14
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,38
[Ca+2],582
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,8
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,3056
CC(C[N+](C)(C)C)OC(=O)N,164
CN1C2=C(C(=O)N(C1=O)C)NC=N2,75
C[N+](C)(C)CCOC(=O)N,712
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,86
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3108
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3176
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,119
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,134
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,32
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,96
[Ca+2],1372
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,39
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,88
[Ca+2],494
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,39
CN1C2=C(C(=O)N(C1=O)C)NC=N2,3630
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,53
[Ca+2],524
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,51
[Ca+2],193
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,151
CC(CC1=CC=CC=C1)NC,3053
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,3380
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,143
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,123
[Ca+2],1387
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,26
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,57
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,35
[Ca+2],1001
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,61
[Ca+2],1981
[Ca+2],797
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,7
[Ca+2],1848
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,8
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,152
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,21
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,129
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,3367
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,3057
C1=CC=C(C=C1)CCNN,788
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,116
[Ca+2],619
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,92
[Ca+2],2871
[Ca+2],2731
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,79
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,10
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,8
[Ca+2],2052
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,86
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,43
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,52
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,72
[Ca+2],493
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,3319
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,126
CC(CC1=CC=CC=C1)NC,185
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,147
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,144
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,184
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3079
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,3231
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,136
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,83
[Ca+2],2979
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,136
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,115
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,131
CN1C2=C(C(=O)N(C1=O)C)NC=N2,147
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,3008
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,179
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,15
[Ca+2],1483
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,139
[Ca+2],2880
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,3165
CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,97
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,1665
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,110
[Ca+2],2545
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,7
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,78
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,156
[Ca+2],939
[Ca+2],1692
[Ca+2],1060
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,3350
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,69
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,99
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,25
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,91
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,87
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,40
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,76
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,134
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1060
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,3069
[Ca+2],2349
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,3305
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,81
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,31
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,66
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,129
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,4
CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,39
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3236
[Ca+2],1842
[Ca+2],192
[Ca+2],1989
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,82
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3230
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,87
[Ca+2],1285
[Ca+2],2260
[Ca+2],1588
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,114
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,3009
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,41
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,48
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,3097
[Ca+2],2452
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,6
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,1803
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,32
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,111
[Ca+2],2373
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,8
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,3011
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,3327
[Ca+2],1000
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,111
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,3013
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,22
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,3346
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,712
[Ca+2],2092
[Ca+2],979
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,119
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,88
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,127
[Ca+2],718
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,3154
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,30
[Ca+2],2106
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,3021
[Ca+2],2157
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,80
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,17
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,107
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,35
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,122
[Ca+2],1531
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,69
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,120
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,4
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,50
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,112
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,19
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,6
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,3159
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,108
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,64
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,92
CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,91
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,94
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1303
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3047
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,3084
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,101
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,3298
[Ca+2],1100
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,135
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,16
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,3241
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,99
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,13
CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,68
[Ca+2],2864
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,3022
CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,2276
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,143
[Ca+2],575
[Ca+2],1418
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,3063
[Ca+2],1454
[Ca+2],538
CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,21
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,11
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,60
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,3123
CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,154
[Ca+2],2639
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,137
[Ca+2],278
[Ca+2],985
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,127
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,95
[Ca+2],2669
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,84
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,86
[Ca+2],836
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,12
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,67
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,69
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,72
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,3419
